ID,StudentName,First5Attendance,First10Attendance,First15Attendance,Change5to10,Change10to15,Present15,Absent15,ConsecutiveAbsences,AttendanceTrend,FinalAttendance,Target
21169,Taha Aslam,40.0,70.0,73.33333333333333,30.0,3.3333333333333286,11,4,0,Stable,68.18181818181817,1
21170,Fatima Chaudhry,40.0,40.0,53.333333333333336,0.0,13.333333333333336,8,7,0,Improving,63.63636363636363,0
21171,Muneeb Alam,80.0,70.0,60.0,-10.0,-10.0,9,6,2,Declining,72.72727272727273,1
21172,Ibrahim Nawaz,40.0,40.0,53.333333333333336,0.0,13.333333333333336,8,7,1,Improving,54.54545454545454,0
21173,Umar Ali,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,2,Stable,45.45454545454545,0
21174,Danish Alam,20.0,60.0,66.66666666666666,40.0,6.666666666666657,10,5,0,Improving,54.54545454545454,0
21175,Zainab Rehman,60.0,70.0,60.0,10.0,-10.0,9,6,1,Declining,50.0,0
21176,Hira Siddiqui,60.0,40.0,26.666666666666668,-20.0,-13.333333333333332,4,11,6,Declining,27.27272727272727,0
21177,Danish Ali,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,0,Stable,68.18181818181817,1
21178,Talha Malik,80.0,80.0,80.0,0.0,0.0,12,3,1,Stable,72.72727272727273,1
21179,Ali Farooq,60.0,70.0,73.33333333333333,10.0,3.3333333333333286,11,4,0,Stable,72.72727272727273,1
21180,Fahad Ali,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,0,Stable,63.63636363636363,0
21181,Maryam Khan,60.0,60.0,46.666666666666664,0.0,-13.333333333333336,7,8,2,Declining,36.36363636363637,0
21182,Danish Iqbal,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,77.27272727272727,1
21183,Ali Iqbal,0.0,0.0,20.0,0.0,20.0,3,12,2,Improving,27.27272727272727,0
21184,Abdullah Sheikh,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
21185,Huzaifa Aslam,60.0,40.0,46.666666666666664,-20.0,6.666666666666664,7,8,1,Improving,63.63636363636363,0
21186,Shahzaib Akram,40.0,40.0,40.0,0.0,0.0,6,9,1,Stable,45.45454545454545,0
21187,Maryam Nawaz,0.0,10.0,6.666666666666667,10.0,-3.333333333333333,1,14,7,Stable,22.727272727272727,0
21188,Taha Siddiqui,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
21189,Fahad Raza,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,77.27272727272727,1
21190,Ayesha Iqbal,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,68.18181818181817,1
21191,Huzaifa Ahmed,20.0,30.0,40.0,10.0,10.0,6,9,0,Improving,50.0,0
21192,Fatima Khan,80.0,70.0,80.0,-10.0,10.0,12,3,0,Improving,81.81818181818183,1
21193,Saad Ahmed,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,1,Declining,86.36363636363636,1
21194,Ahmed Khan,0.0,20.0,26.666666666666668,20.0,6.666666666666668,4,11,1,Improving,40.909090909090914,0
21195,Amna Qureshi,20.0,60.0,73.33333333333333,40.0,13.333333333333329,11,4,0,Improving,77.27272727272727,1
21196,Amna Alam,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,1,Stable,72.72727272727273,1
21197,Ali Farooq,0.0,20.0,20.0,20.0,0.0,3,12,1,Stable,18.181818181818183,0
21198,Ali Ali,20.0,20.0,13.333333333333334,0.0,-6.666666666666666,2,13,9,Declining,13.636363636363635,0
21199,Danish Aslam,60.0,60.0,73.33333333333333,0.0,13.333333333333329,11,4,0,Improving,68.18181818181817,1
21200,Maryam Akram,80.0,50.0,60.0,-30.0,10.0,9,6,0,Improving,45.45454545454545,0
21201,Umar Malik,20.0,50.0,60.0,30.0,10.0,9,6,0,Improving,59.09090909090909,0
21202,Umar Akram,100.0,80.0,80.0,-20.0,0.0,12,3,1,Stable,86.36363636363636,1
21203,Ali Raza,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
21204,Talha Iqbal,40.0,40.0,33.33333333333333,0.0,-6.666666666666671,5,10,1,Declining,22.727272727272727,0
21205,Shahzaib Farooq,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
21206,Usman Sheikh,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,81.81818181818183,1
21207,Zainab Shah,20.0,20.0,40.0,0.0,20.0,6,9,0,Improving,59.09090909090909,0
21208,Usman Khan,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,63.63636363636363,0
21209,Ahmed Alam,100.0,90.0,80.0,-10.0,-10.0,12,3,0,Declining,68.18181818181817,1
21210,Fatima Malik,40.0,40.0,46.666666666666664,0.0,6.666666666666664,7,8,1,Improving,54.54545454545454,0
21211,Taha Farooq,0.0,10.0,40.0,10.0,30.0,6,9,0,Improving,45.45454545454545,0
21212,Talha Shah,80.0,60.0,66.66666666666666,-20.0,6.666666666666657,10,5,0,Improving,68.18181818181817,1
21213,Sana Shah,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,0,Stable,50.0,0
21214,Danish Chaudhry,40.0,40.0,40.0,0.0,0.0,6,9,3,Stable,45.45454545454545,0
21215,Ayesha Nawaz,100.0,80.0,80.0,-20.0,0.0,12,3,1,Stable,81.81818181818183,1
21216,Fatima Hussain,20.0,20.0,33.33333333333333,0.0,13.333333333333329,5,10,1,Improving,27.27272727272727,0
21217,Ayesha Sheikh,40.0,40.0,46.666666666666664,0.0,6.666666666666664,7,8,0,Improving,50.0,0
21218,Maham Shah,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
21219,Huzaifa Hussain,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
21220,Taha Nawaz,40.0,50.0,60.0,10.0,10.0,9,6,0,Improving,72.72727272727273,1
21221,Maryam Iqbal,60.0,50.0,60.0,-10.0,10.0,9,6,1,Improving,68.18181818181817,1
21222,Ahsan Malik,40.0,50.0,60.0,10.0,10.0,9,6,1,Improving,63.63636363636363,0
21223,Talha Raza,80.0,90.0,80.0,10.0,-10.0,12,3,0,Declining,72.72727272727273,1
21224,Haris Shah,60.0,30.0,40.0,-30.0,10.0,6,9,0,Improving,50.0,0
21225,Hira Chaudhry,40.0,40.0,46.666666666666664,0.0,6.666666666666664,7,8,1,Improving,50.0,0
21226,Fatima Malik,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,54.54545454545454,0
21227,Ali Iqbal,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,90.9090909090909,1
21228,Ahmed Siddiqui,20.0,40.0,46.666666666666664,20.0,6.666666666666664,7,8,0,Improving,50.0,0
21229,Zain Ali,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
21230,Talha Butt,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
21231,Fahad Iqbal,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,2,Declining,72.72727272727273,1
21232,Ali Akram,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,0,Declining,77.27272727272727,1
21233,Ahmed Butt,20.0,50.0,46.666666666666664,30.0,-3.3333333333333357,7,8,1,Stable,45.45454545454545,0
21234,Abdullah Nawaz,20.0,50.0,46.666666666666664,30.0,-3.3333333333333357,7,8,1,Stable,54.54545454545454,0
21235,Amna Shah,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,0,Stable,63.63636363636363,0
21236,Hira Sheikh,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,0,Stable,63.63636363636363,0
21237,Maham Nawaz,80.0,70.0,80.0,-10.0,10.0,12,3,0,Improving,54.54545454545454,0
21238,Sana Javed,100.0,80.0,80.0,-20.0,0.0,12,3,0,Stable,63.63636363636363,0
21239,Sana Siddiqui,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,77.27272727272727,1
21240,Maryam Qureshi,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,77.27272727272727,1
21241,Hira Shah,40.0,40.0,40.0,0.0,0.0,6,9,1,Stable,45.45454545454545,0
21242,Fahad Siddiqui,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,59.09090909090909,0
21243,Muneeb Ali,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,2,Stable,36.36363636363637,0
21244,Maryam Siddiqui,60.0,60.0,46.666666666666664,0.0,-13.333333333333336,7,8,2,Declining,54.54545454545454,0
21245,Hira Alam,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,90.9090909090909,1
21246,Iqra Rehman,20.0,30.0,33.33333333333333,10.0,3.3333333333333286,5,10,3,Stable,31.818181818181817,0
21247,Saad Hussain,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,1,Stable,59.09090909090909,0
21248,Danish Ahmed,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,1,Stable,36.36363636363637,0
21249,Sana Nawaz,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,81.81818181818183,1
21250,Zain Shah,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,90.9090909090909,1
21251,Fatima Khan,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,81.81818181818183,1
21252,Sana Akram,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
21253,Ibrahim Iqbal,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,81.81818181818183,1
21254,Taha Siddiqui,80.0,50.0,46.666666666666664,-30.0,-3.3333333333333357,7,8,1,Stable,40.909090909090914,0
21255,Ibrahim Rehman,100.0,70.0,60.0,-30.0,-10.0,9,6,1,Declining,50.0,0
21256,Ahmed Chaudhry,40.0,40.0,60.0,0.0,20.0,9,6,0,Improving,63.63636363636363,0
21257,Ahsan Qureshi,80.0,60.0,53.333333333333336,-20.0,-6.666666666666664,8,7,0,Declining,59.09090909090909,0
21258,Taha Khan,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,72.72727272727273,1
21259,Ibrahim Khan,100.0,80.0,80.0,-20.0,0.0,12,3,0,Stable,72.72727272727273,1
21260,Bilal Hussain,40.0,40.0,33.33333333333333,0.0,-6.666666666666671,5,10,2,Declining,40.909090909090914,0
21261,Ibrahim Siddiqui,80.0,60.0,40.0,-20.0,-20.0,6,9,6,Declining,54.54545454545454,0
21262,Usman Iqbal,80.0,70.0,46.666666666666664,-10.0,-23.333333333333336,7,8,7,Declining,31.818181818181817,0
21263,Maryam Khan,40.0,70.0,80.0,30.0,10.0,12,3,0,Improving,86.36363636363636,1
21264,Fatima Akram,40.0,40.0,46.666666666666664,0.0,6.666666666666664,7,8,0,Improving,54.54545454545454,0
21265,Fahad Chaudhry,100.0,90.0,80.0,-10.0,-10.0,12,3,2,Declining,63.63636363636363,0
21266,Ahsan Hussain,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
21267,Umar Qureshi,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
21268,Taha Qureshi,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
21269,Muneeb Javed,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,72.72727272727273,1
21270,Bilal Malik,80.0,60.0,60.0,-20.0,0.0,9,6,0,Stable,68.18181818181817,1
21271,Ahsan Akram,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,1,Stable,86.36363636363636,1
21272,Hira Sheikh,100.0,80.0,73.33333333333333,-20.0,-6.666666666666671,11,4,2,Declining,72.72727272727273,1
21273,Saad Raza,60.0,70.0,73.33333333333333,10.0,3.3333333333333286,11,4,0,Stable,77.27272727272727,1
21274,Fahad Qureshi,100.0,90.0,73.33333333333333,-10.0,-16.66666666666667,11,4,2,Declining,77.27272727272727,1
21275,Hassan Ali,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,0,Improving,50.0,0
21276,Laiba Ali,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
21277,Ahmed Khan,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,0,Stable,68.18181818181817,1
21278,Amna Rehman,100.0,70.0,60.0,-30.0,-10.0,9,6,1,Declining,50.0,0
21279,Talha Ahmed,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,81.81818181818183,1
21280,Muneeb Chaudhry,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,77.27272727272727,1
21281,Huzaifa Javed,60.0,60.0,60.0,0.0,0.0,9,6,1,Stable,54.54545454545454,0
21282,Laiba Rehman,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,77.27272727272727,1
21283,Taha Aslam,20.0,30.0,33.33333333333333,10.0,3.3333333333333286,5,10,1,Stable,31.818181818181817,0
21284,Fatima Hussain,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
21285,Taha Sheikh,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,2,Stable,50.0,0
21286,Iqra Malik,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
21287,Ahmed Sheikh,40.0,20.0,26.666666666666668,-20.0,6.666666666666668,4,11,0,Improving,31.818181818181817,0
21288,Talha Qureshi,80.0,70.0,60.0,-10.0,-10.0,9,6,2,Declining,54.54545454545454,0
21289,Huzaifa Ali,40.0,30.0,40.0,-10.0,10.0,6,9,0,Improving,40.909090909090914,0
21290,Ibrahim Butt,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,0,Improving,77.27272727272727,1
21291,Ali Nawaz,40.0,20.0,33.33333333333333,-20.0,13.333333333333329,5,10,0,Improving,36.36363636363637,0
21292,Maryam Butt,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,0,Stable,72.72727272727273,1
21293,Ayesha Chaudhry,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
21294,Zainab Aslam,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
21295,Umar Khan,100.0,100.0,80.0,0.0,-20.0,12,3,2,Declining,86.36363636363636,1
21296,Laiba Raza,40.0,40.0,53.333333333333336,0.0,13.333333333333336,8,7,0,Improving,63.63636363636363,0
21297,Hamza Javed,40.0,30.0,26.666666666666668,-10.0,-3.333333333333332,4,11,1,Stable,27.27272727272727,0
21298,Ahsan Raza,100.0,80.0,73.33333333333333,-20.0,-6.666666666666671,11,4,1,Declining,81.81818181818183,1
21299,Talha Shah,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,90.9090909090909,1
21300,Danish Raza,80.0,80.0,60.0,0.0,-20.0,9,6,3,Declining,59.09090909090909,0
21301,Umar Hussain,20.0,30.0,33.33333333333333,10.0,3.3333333333333286,5,10,0,Stable,36.36363636363637,0
21302,Maham Hussain,60.0,70.0,73.33333333333333,10.0,3.3333333333333286,11,4,1,Stable,81.81818181818183,1
21303,Zain Aslam,60.0,50.0,60.0,-10.0,10.0,9,6,0,Improving,63.63636363636363,0
21304,Iqra Malik,20.0,50.0,53.333333333333336,30.0,3.3333333333333357,8,7,0,Stable,59.09090909090909,0
21305,Iqra Qureshi,60.0,40.0,40.0,-20.0,0.0,6,9,1,Stable,36.36363636363637,0
21306,Ibrahim Farooq,40.0,60.0,53.333333333333336,20.0,-6.666666666666664,8,7,3,Declining,40.909090909090914,0
21307,Amna Aslam,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,2,Stable,68.18181818181817,1
21308,Maham Ali,80.0,80.0,66.66666666666666,0.0,-13.333333333333343,10,5,2,Declining,59.09090909090909,0
21309,Zainab Shah,100.0,80.0,80.0,-20.0,0.0,12,3,0,Stable,77.27272727272727,1
21310,Hamza Ahmed,40.0,40.0,46.666666666666664,0.0,6.666666666666664,7,8,0,Improving,36.36363636363637,0
21311,Maham Iqbal,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,1,Declining,54.54545454545454,0
21312,Danish Chaudhry,40.0,40.0,26.666666666666668,0.0,-13.333333333333332,4,11,5,Declining,27.27272727272727,0
21313,Taha Aslam,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,2,Stable,68.18181818181817,1
21314,Ahsan Nawaz,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,2,Stable,45.45454545454545,0
21315,Zain Siddiqui,100.0,90.0,80.0,-10.0,-10.0,12,3,0,Declining,72.72727272727273,1
21316,Umar Iqbal,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,86.36363636363636,1
21317,Usman Qureshi,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
21318,Abdullah Nawaz,60.0,60.0,46.666666666666664,0.0,-13.333333333333336,7,8,1,Declining,59.09090909090909,0
21319,Hassan Farooq,20.0,50.0,53.333333333333336,30.0,3.3333333333333357,8,7,2,Stable,59.09090909090909,0
21320,Maryam Aslam,80.0,80.0,66.66666666666666,0.0,-13.333333333333343,10,5,0,Declining,54.54545454545454,0
21321,Amna Chaudhry,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,0,Stable,36.36363636363637,0
21322,Fatima Farooq,20.0,10.0,6.666666666666667,-10.0,-3.333333333333333,1,14,11,Stable,18.181818181818183,0
21323,Sana Malik,80.0,70.0,60.0,-10.0,-10.0,9,6,0,Declining,68.18181818181817,1
21324,Ahmed Chaudhry,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,77.27272727272727,1
21325,Huzaifa Ahmed,60.0,80.0,73.33333333333333,20.0,-6.666666666666671,11,4,1,Declining,77.27272727272727,1
21326,Fahad Malik,80.0,60.0,53.333333333333336,-20.0,-6.666666666666664,8,7,0,Declining,50.0,0
21327,Danish Hussain,20.0,30.0,40.0,10.0,10.0,6,9,0,Improving,36.36363636363637,0
21328,Muneeb Khan,80.0,80.0,66.66666666666666,0.0,-13.333333333333343,10,5,0,Declining,63.63636363636363,0
21329,Sana Chaudhry,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,0,Stable,54.54545454545454,0
21330,Talha Raza,80.0,60.0,66.66666666666666,-20.0,6.666666666666657,10,5,0,Improving,72.72727272727273,1
21331,Taha Malik,60.0,50.0,60.0,-10.0,10.0,9,6,1,Improving,59.09090909090909,0
21332,Huzaifa Nawaz,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,2,Stable,59.09090909090909,0
21333,Maham Javed,40.0,40.0,60.0,0.0,20.0,9,6,0,Improving,50.0,0
21334,Taha Rehman,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,1,Declining,95.45454545454545,1
21335,Ibrahim Shah,80.0,60.0,73.33333333333333,-20.0,13.333333333333329,11,4,0,Improving,72.72727272727273,1
21336,Fahad Qureshi,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,68.18181818181817,1
21337,Muneeb Rehman,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,2,Stable,45.45454545454545,0
21338,Fahad Farooq,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,2,Declining,72.72727272727273,1
21339,Saad Iqbal,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,1,Stable,45.45454545454545,0
21340,Ahsan Hussain,40.0,40.0,40.0,0.0,0.0,6,9,3,Stable,54.54545454545454,0
21341,Ibrahim Chaudhry,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,90.9090909090909,1
21342,Laiba Nawaz,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,86.36363636363636,1
21343,Hira Iqbal,60.0,80.0,80.0,20.0,0.0,12,3,0,Stable,72.72727272727273,1
21344,Ahmed Sheikh,80.0,70.0,53.333333333333336,-10.0,-16.666666666666664,8,7,2,Declining,63.63636363636363,0
21345,Ahsan Alam,40.0,40.0,60.0,0.0,20.0,9,6,0,Improving,63.63636363636363,0
21346,Hassan Shah,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,1,Declining,95.45454545454545,1
21347,Amna Raza,60.0,80.0,86.66666666666667,20.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
21348,Maryam Qureshi,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,1,Improving,77.27272727272727,1
21349,Zainab Butt,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,59.09090909090909,0
21350,Huzaifa Alam,20.0,10.0,6.666666666666667,-10.0,-3.333333333333333,1,14,12,Stable,13.636363636363635,0
21351,Zainab Hussain,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,1,Stable,59.09090909090909,0
21352,Taha Javed,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
21353,Usman Nawaz,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,77.27272727272727,1
21354,Saad Ahmed,60.0,30.0,40.0,-30.0,10.0,6,9,1,Improving,27.27272727272727,0
21355,Zainab Qureshi,60.0,40.0,60.0,-20.0,20.0,9,6,0,Improving,68.18181818181817,1
21356,Bilal Chaudhry,60.0,40.0,53.333333333333336,-20.0,13.333333333333336,8,7,0,Improving,45.45454545454545,0
21357,Haris Sheikh,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,86.36363636363636,1
21358,Ibrahim Shah,0.0,30.0,46.666666666666664,30.0,16.666666666666664,7,8,0,Improving,36.36363636363637,0
21359,Umar Ali,40.0,70.0,60.0,30.0,-10.0,9,6,1,Declining,68.18181818181817,1
21360,Hamza Chaudhry,80.0,60.0,66.66666666666666,-20.0,6.666666666666657,10,5,0,Improving,63.63636363636363,0
21361,Iqra Rehman,60.0,40.0,33.33333333333333,-20.0,-6.666666666666671,5,10,3,Declining,31.818181818181817,0
21362,Zain Iqbal,100.0,90.0,80.0,-10.0,-10.0,12,3,0,Declining,86.36363636363636,1
21363,Danish Shah,80.0,80.0,66.66666666666666,0.0,-13.333333333333343,10,5,0,Declining,63.63636363636363,0
21364,Abdullah Javed,60.0,80.0,73.33333333333333,20.0,-6.666666666666671,11,4,0,Declining,68.18181818181817,1
21365,Maryam Akram,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,1,Declining,81.81818181818183,1
21366,Huzaifa Ali,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,2,Stable,72.72727272727273,1
21367,Amna Ahmed,0.0,10.0,20.0,10.0,10.0,3,12,2,Improving,13.636363636363635,0
21368,Talha Javed,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,81.81818181818183,1
21369,Muneeb Siddiqui,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,0,Improving,63.63636363636363,0
21370,Hamza Raza,100.0,60.0,46.666666666666664,-40.0,-13.333333333333336,7,8,3,Declining,50.0,0
21371,Zainab Sheikh,60.0,60.0,40.0,0.0,-20.0,6,9,7,Declining,40.909090909090914,0
21372,Maham Khan,40.0,60.0,53.333333333333336,20.0,-6.666666666666664,8,7,2,Declining,45.45454545454545,0
21373,Sana Nawaz,0.0,30.0,33.33333333333333,30.0,3.3333333333333286,5,10,3,Stable,31.818181818181817,0
21374,Umar Javed,80.0,80.0,66.66666666666666,0.0,-13.333333333333343,10,5,2,Declining,68.18181818181817,1
21375,Saad Shah,40.0,40.0,26.666666666666668,0.0,-13.333333333333332,4,11,6,Declining,27.27272727272727,0
21376,Ahsan Rehman,0.0,10.0,13.333333333333334,10.0,3.333333333333334,2,13,4,Stable,22.727272727272727,0
21377,Umar Hussain,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,0,Improving,68.18181818181817,1
21378,Abdullah Ali,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,1,Stable,68.18181818181817,1
21379,Haris Khan,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,81.81818181818183,1
21380,Hamza Raza,80.0,60.0,60.0,-20.0,0.0,9,6,0,Stable,63.63636363636363,0
21381,Fahad Iqbal,40.0,40.0,53.333333333333336,0.0,13.333333333333336,8,7,1,Improving,59.09090909090909,0
21382,Abdullah Sheikh,100.0,70.0,80.0,-30.0,10.0,12,3,0,Improving,86.36363636363636,1
21383,Ali Butt,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,0,Stable,45.45454545454545,0
21384,Iqra Nawaz,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
21385,Fatima Malik,100.0,80.0,80.0,-20.0,0.0,12,3,0,Stable,72.72727272727273,1
21386,Sana Farooq,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,86.36363636363636,1
21387,Ahmed Aslam,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,1,Stable,63.63636363636363,0
21388,Huzaifa Malik,100.0,100.0,80.0,0.0,-20.0,12,3,0,Declining,86.36363636363636,1
21389,Zain Iqbal,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
21390,Fahad Akram,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,81.81818181818183,1
21391,Huzaifa Butt,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,1,Stable,72.72727272727273,1
21392,Maham Ahmed,60.0,40.0,33.33333333333333,-20.0,-6.666666666666671,5,10,0,Declining,50.0,0
21393,Sana Ali,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
21394,Hamza Ahmed,20.0,20.0,20.0,0.0,0.0,3,12,1,Stable,18.181818181818183,0
21395,Bilal Aslam,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,1,Stable,45.45454545454545,0
21396,Zainab Alam,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,0,Improving,72.72727272727273,1
21397,Danish Aslam,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,90.9090909090909,1
21398,Maham Malik,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,1,Stable,90.9090909090909,1
21399,Muneeb Farooq,40.0,20.0,33.33333333333333,-20.0,13.333333333333329,5,10,1,Improving,27.27272727272727,0
21400,Muneeb Khan,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
21401,Laiba Siddiqui,40.0,60.0,53.333333333333336,20.0,-6.666666666666664,8,7,1,Declining,50.0,0
21402,Huzaifa Ahmed,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
21403,Saad Iqbal,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,0,Improving,59.09090909090909,0
21404,Talha Shah,60.0,40.0,40.0,-20.0,0.0,6,9,2,Stable,40.909090909090914,0
21405,Maham Rehman,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,2,Stable,59.09090909090909,0
21406,Saad Rehman,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,0,Stable,40.909090909090914,0
21407,Haris Siddiqui,60.0,50.0,66.66666666666666,-10.0,16.666666666666657,10,5,0,Improving,68.18181818181817,1
21408,Abdullah Akram,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
